date,open,high,low,close,volume,tic,day
2020-09-14,27993.30078125,27993.30078125,27993.30078125,27993.30078125,0,dji,0
2020-09-15,27995.599609375,27995.599609375,27995.599609375,27995.599609375,0,dji,1
2020-09-16,28032.400390625,28032.400390625,28032.400390625,28032.400390625,0,dji,2
2020-09-17,27902.0,27902.0,27902.0,27902.0,0,dji,3
2020-09-18,27657.400390625,27657.400390625,27657.400390625,27657.400390625,0,dji,4
2020-09-21,27147.69921875,27147.69921875,27147.69921875,27147.69921875,0,dji,0
2020-09-22,27288.19921875,27288.19921875,27288.19921875,27288.19921875,0,dji,1
2020-09-23,26763.099609375,26763.099609375,26763.099609375,26763.099609375,0,dji,2
2020-09-24,26815.400390625,26815.400390625,26815.400390625,26815.400390625,0,dji,3
2020-09-25,27174.0,27174.0,27174.0,27174.0,0,dji,4
2020-09-29,27452.69921875,27452.69921875,27452.69921875,27452.69921875,0,dji,1
2020-09-30,27781.69921875,27781.69921875,27781.69921875,27781.69921875,0,dji,2
2020-10-02,27682.80078125,27682.80078125,27682.80078125,27682.80078125,0,dji,4
2020-10-05,28148.599609375,28148.599609375,28148.599609375,28148.599609375,0,dji,0
2020-10-06,27772.80078125,27772.80078125,27772.80078125,27772.80078125,0,dji,1
2020-10-07,28303.5,28303.5,28303.5,28303.5,0,dji,2
2020-10-08,28425.5,28425.5,28425.5,28425.5,0,dji,3
2020-10-09,28586.900390625,28586.900390625,28586.900390625,28586.900390625,0,dji,4
2020-10-12,28837.5,28837.5,28837.5,28837.5,0,dji,0
2020-10-13,28679.80078125,28679.80078125,28679.80078125,28679.80078125,0,dji,1
2020-10-14,28514.0,28514.0,28514.0,28514.0,0,dji,2
2020-10-15,28494.19921875,28494.19921875,28494.19921875,28494.19921875,0,dji,3
2020-10-16,28606.30078125,28606.30078125,28606.30078125,28606.30078125,0,dji,4
2020-10-19,28195.400390625,28195.400390625,28195.400390625,28195.400390625,0,dji,0
2020-10-20,28308.80078125,28308.80078125,28308.80078125,28308.80078125,0,dji,1
2020-10-21,28210.80078125,28210.80078125,28210.80078125,28210.80078125,0,dji,2
2020-10-22,28363.69921875,28363.69921875,28363.69921875,28363.69921875,0,dji,3
2020-10-23,28335.599609375,28335.599609375,28335.599609375,28335.599609375,0,dji,4
2020-10-26,27685.400390625,27685.400390625,27685.400390625,27685.400390625,0,dji,0
2020-10-27,27463.19921875,27463.19921875,27463.19921875,27463.19921875,0,dji,1
2020-10-29,26659.099609375,26659.099609375,26659.099609375,26659.099609375,0,dji,3
2020-10-30,26501.599609375,26501.599609375,26501.599609375,26501.599609375,0,dji,4
2020-11-02,26925.099609375,26925.099609375,26925.099609375,26925.099609375,0,dji,0
2020-11-03,27480.0,27480.0,27480.0,27480.0,0,dji,1
2020-11-04,27847.69921875,27847.69921875,27847.69921875,27847.69921875,0,dji,2
2020-11-05,28390.19921875,28390.19921875,28390.19921875,28390.19921875,0,dji,3
2020-11-06,28323.400390625,28323.400390625,28323.400390625,28323.400390625,0,dji,4
2020-11-09,29158.0,29158.0,29158.0,29158.0,0,dji,0
2020-11-10,29420.900390625,29420.900390625,29420.900390625,29420.900390625,0,dji,1
2020-11-11,29397.599609375,29397.599609375,29397.599609375,29397.599609375,0,dji,2
2020-11-12,29080.19921875,29080.19921875,29080.19921875,29080.19921875,0,dji,3
2020-11-13,29479.80078125,29479.80078125,29479.80078125,29479.80078125,0,dji,4
2020-11-16,29950.400390625,29950.400390625,29950.400390625,29950.400390625,0,dji,0
2020-11-17,29783.400390625,29783.400390625,29783.400390625,29783.400390625,0,dji,1
2020-11-18,29438.400390625,29438.400390625,29438.400390625,29438.400390625,0,dji,2
2020-11-20,29263.5,29263.5,29263.5,29263.5,0,dji,4
2020-11-23,29591.30078125,29591.30078125,29591.30078125,29591.30078125,0,dji,0
2020-11-24,30046.19921875,30046.19921875,30046.19921875,30046.19921875,0,dji,1
2020-11-25,29872.5,29872.5,29872.5,29872.5,0,dji,2
2020-11-27,29910.400390625,29910.400390625,29910.400390625,29910.400390625,0,dji,4
2020-11-30,29638.599609375,29638.599609375,29638.599609375,29638.599609375,0,dji,0
2020-12-02,29883.80078125,29883.80078125,29883.80078125,29883.80078125,0,dji,2
2020-12-03,29969.5,29969.5,29969.5,29969.5,0,dji,3
2020-12-04,30218.30078125,30218.30078125,30218.30078125,30218.30078125,0,dji,4
2020-12-07,30069.80078125,30069.80078125,30069.80078125,30069.80078125,0,dji,0
2020-12-09,30068.80078125,30068.80078125,30068.80078125,30068.80078125,0,dji,2
2020-12-10,29999.30078125,29999.30078125,29999.30078125,29999.30078125,0,dji,3
2020-12-11,30046.400390625,30046.400390625,30046.400390625,30046.400390625,0,dji,4
2020-12-15,30199.30078125,30199.30078125,30199.30078125,30199.30078125,0,dji,1
2020-12-16,30154.5,30154.5,30154.5,30154.5,0,dji,2
2020-12-17,30303.400390625,30303.400390625,30303.400390625,30303.400390625,0,dji,3
2020-12-18,30179.0,30179.0,30179.0,30179.0,0,dji,4
2020-12-21,30216.5,30216.5,30216.5,30216.5,0,dji,0
2020-12-22,30015.5,30015.5,30015.5,30015.5,0,dji,1
2020-12-23,30129.80078125,30129.80078125,30129.80078125,30129.80078125,0,dji,2
2020-12-24,30199.900390625,30199.900390625,30199.900390625,30199.900390625,0,dji,3
2020-12-28,30404.0,30404.0,30404.0,30404.0,0,dji,0
2020-12-29,30335.69921875,30335.69921875,30335.69921875,30335.69921875,0,dji,1
2020-12-30,30409.599609375,30409.599609375,30409.599609375,30409.599609375,0,dji,2
2020-12-31,30606.5,30606.5,30606.5,30606.5,0,dji,3
2021-01-04,30223.900390625,30223.900390625,30223.900390625,30223.900390625,0,dji,0
2021-01-05,30391.599609375,30391.599609375,30391.599609375,30391.599609375,0,dji,1
2021-01-06,30829.400390625,30829.400390625,30829.400390625,30829.400390625,0,dji,2
2021-01-07,31041.099609375,31041.099609375,31041.099609375,31041.099609375,0,dji,3
2021-01-08,31098.0,31098.0,31098.0,31098.0,0,dji,4
2021-01-11,31008.69921875,31008.69921875,31008.69921875,31008.69921875,0,dji,0
2021-01-12,31068.69921875,31068.69921875,31068.69921875,31068.69921875,0,dji,1
2021-01-13,31060.5,31060.5,31060.5,31060.5,0,dji,2
2021-01-14,30991.5,30991.5,30991.5,30991.5,0,dji,3
2021-01-15,30814.30078125,30814.30078125,30814.30078125,30814.30078125,0,dji,4
2021-01-19,30930.5,30930.5,30930.5,30930.5,0,dji,1
2021-01-20,31188.400390625,31188.400390625,31188.400390625,31188.400390625,0,dji,2
2021-01-21,31176.0,31176.0,31176.0,31176.0,0,dji,3
2021-01-22,30997.0,30997.0,30997.0,30997.0,0,dji,4
2021-01-25,30960.0,30960.0,30960.0,30960.0,0,dji,0
2021-01-26,30937.0,30937.0,30937.0,30937.0,0,dji,1
2021-01-27,30303.19921875,30303.19921875,30303.19921875,30303.19921875,0,dji,2
2021-01-28,30603.400390625,30603.400390625,30603.400390625,30603.400390625,0,dji,3
2021-01-29,29982.599609375,29982.599609375,29982.599609375,29982.599609375,0,dji,4
2021-02-01,30211.900390625,30211.900390625,30211.900390625,30211.900390625,0,dji,0
2021-02-02,30687.5,30687.5,30687.5,30687.5,0,dji,1
2021-02-03,30723.599609375,30723.599609375,30723.599609375,30723.599609375,0,dji,2
2021-02-04,31055.900390625,31055.900390625,31055.900390625,31055.900390625,0,dji,3
2021-02-05,31148.19921875,31148.19921875,31148.19921875,31148.19921875,0,dji,4
2021-02-08,31385.80078125,31385.80078125,31385.80078125,31385.80078125,0,dji,0
2021-02-09,31375.80078125,31375.80078125,31375.80078125,31375.80078125,0,dji,1
2021-02-10,31437.80078125,31437.80078125,31437.80078125,31437.80078125,0,dji,2
2021-02-11,31430.69921875,31430.69921875,31430.69921875,31430.69921875,0,dji,3
2021-02-12,31458.400390625,31458.400390625,31458.400390625,31458.400390625,0,dji,4
2021-02-16,31522.69921875,31522.69921875,31522.69921875,31522.69921875,0,dji,1
2021-02-17,31613.0,31613.0,31613.0,31613.0,0,dji,2
2021-02-18,31493.30078125,31493.30078125,31493.30078125,31493.30078125,0,dji,3
2021-02-19,31494.30078125,31494.30078125,31494.30078125,31494.30078125,0,dji,4
2021-02-22,31521.69921875,31521.69921875,31521.69921875,31521.69921875,0,dji,0
2021-02-23,31537.400390625,31537.400390625,31537.400390625,31537.400390625,0,dji,1
2021-02-24,31961.900390625,31961.900390625,31961.900390625,31961.900390625,0,dji,2
2021-02-25,31402.0,31402.0,31402.0,31402.0,0,dji,3
2021-02-26,30932.400390625,30932.400390625,30932.400390625,30932.400390625,0,dji,4
2021-03-01,31535.5,31535.5,31535.5,31535.5,0,dji,0
2021-03-02,31391.5,31391.5,31391.5,31391.5,0,dji,1
2021-03-03,31270.099609375,31270.099609375,31270.099609375,31270.099609375,0,dji,2
2021-03-04,30924.099609375,30924.099609375,30924.099609375,30924.099609375,0,dji,3
2021-03-05,31496.30078125,31496.30078125,31496.30078125,31496.30078125,0,dji,4
2021-03-08,31802.400390625,31802.400390625,31802.400390625,31802.400390625,0,dji,0
2021-03-09,31832.69921875,31832.69921875,31832.69921875,31832.69921875,0,dji,1
2021-03-10,32297.0,32297.0,32297.0,32297.0,0,dji,2
2021-03-11,32485.599609375,32485.599609375,32485.599609375,32485.599609375,0,dji,3
2021-03-12,32778.6015625,32778.6015625,32778.6015625,32778.6015625,0,dji,4
2021-03-15,32953.5,32953.5,32953.5,32953.5,0,dji,0
2021-03-16,32825.8984375,32825.8984375,32825.8984375,32825.8984375,0,dji,1
2021-03-17,33015.3984375,33015.3984375,33015.3984375,33015.3984375,0,dji,2
2021-03-18,32862.30078125,32862.30078125,32862.30078125,32862.30078125,0,dji,3
2021-03-19,32628.0,32628.0,32628.0,32628.0,0,dji,4
2021-03-22,32731.19921875,32731.19921875,32731.19921875,32731.19921875,0,dji,0
2021-03-23,32423.19921875,32423.19921875,32423.19921875,32423.19921875,0,dji,1
2021-03-24,32420.099609375,32420.099609375,32420.099609375,32420.099609375,0,dji,2
2021-03-25,32619.5,32619.5,32619.5,32619.5,0,dji,3
2021-03-26,33072.8984375,33072.8984375,33072.8984375,33072.8984375,0,dji,4
2021-03-29,33171.3984375,33171.3984375,33171.3984375,33171.3984375,0,dji,0
2021-03-30,33067.0,33067.0,33067.0,33067.0,0,dji,1
2021-03-31,32981.6015625,32981.6015625,32981.6015625,32981.6015625,0,dji,2
2021-04-05,33527.19921875,33527.19921875,33527.19921875,33527.19921875,0,dji,0
2021-04-06,33430.19921875,33430.19921875,33430.19921875,33430.19921875,0,dji,1
2021-04-07,33446.30078125,33446.30078125,33446.30078125,33446.30078125,0,dji,2
2021-04-08,33503.6015625,33503.6015625,33503.6015625,33503.6015625,0,dji,3
2021-04-09,33800.6015625,33800.6015625,33800.6015625,33800.6015625,0,dji,4
2021-04-12,33745.3984375,33745.3984375,33745.3984375,33745.3984375,0,dji,0
2021-04-13,33677.30078125,33677.30078125,33677.30078125,33677.30078125,0,dji,1
2021-04-14,33730.8984375,33730.8984375,33730.8984375,33730.8984375,0,dji,2
2021-04-15,34036.0,34036.0,34036.0,34036.0,0,dji,3
2021-04-16,34200.69921875,34200.69921875,34200.69921875,34200.69921875,0,dji,4
2021-04-19,34077.6015625,34077.6015625,34077.6015625,34077.6015625,0,dji,0
2021-04-20,33821.30078125,33821.30078125,33821.30078125,33821.30078125,0,dji,1
2021-04-21,34137.30078125,34137.30078125,34137.30078125,34137.30078125,0,dji,2
2021-04-22,33815.8984375,33815.8984375,33815.8984375,33815.8984375,0,dji,3
2021-04-23,34043.5,34043.5,34043.5,34043.5,0,dji,4
2021-04-26,33981.6015625,33981.6015625,33981.6015625,33981.6015625,0,dji,0
2021-04-27,33984.8984375,33984.8984375,33984.8984375,33984.8984375,0,dji,1
2021-04-28,33820.3984375,33820.3984375,33820.3984375,33820.3984375,0,dji,2
2021-04-29,34060.3984375,34060.3984375,34060.3984375,34060.3984375,0,dji,3
2021-04-30,33874.8984375,33874.8984375,33874.8984375,33874.8984375,0,dji,4
2021-05-03,34113.19921875,34113.19921875,34113.19921875,34113.19921875,0,dji,0
2021-05-04,34133.0,34133.0,34133.0,34133.0,0,dji,1
2021-05-05,34230.30078125,34230.30078125,34230.30078125,34230.30078125,0,dji,2
2021-05-06,34548.5,34548.5,34548.5,34548.5,0,dji,3
2021-05-07,34777.80078125,34777.80078125,34777.80078125,34777.80078125,0,dji,4
2021-05-10,34742.80078125,34742.80078125,34742.80078125,34742.80078125,0,dji,0
2021-05-11,34269.19921875,34269.19921875,34269.19921875,34269.19921875,0,dji,1
2021-05-12,33587.69921875,33587.69921875,33587.69921875,33587.69921875,0,dji,2
2021-05-13,34021.3984375,34021.3984375,34021.3984375,34021.3984375,0,dji,3
2021-05-14,34382.1015625,34382.1015625,34382.1015625,34382.1015625,0,dji,4
2021-05-17,34327.80078125,34327.80078125,34327.80078125,34327.80078125,0,dji,0
2021-05-18,34060.69921875,34060.69921875,34060.69921875,34060.69921875,0,dji,1
2021-05-19,33896.0,33896.0,33896.0,33896.0,0,dji,2
2021-05-20,34084.1015625,34084.1015625,34084.1015625,34084.1015625,0,dji,3
2021-05-21,34207.80078125,34207.80078125,34207.80078125,34207.80078125,0,dji,4
2021-05-24,34394.0,34394.0,34394.0,34394.0,0,dji,0
2021-05-25,34312.5,34312.5,34312.5,34312.5,0,dji,1
2021-05-26,34323.1015625,34323.1015625,34323.1015625,34323.1015625,0,dji,2
2021-05-27,34464.6015625,34464.6015625,34464.6015625,34464.6015625,0,dji,3
2021-05-28,34529.3984375,34529.3984375,34529.3984375,34529.3984375,0,dji,4
2021-06-01,34575.30078125,34575.30078125,34575.30078125,34575.30078125,0,dji,1
2021-06-02,34600.3984375,34600.3984375,34600.3984375,34600.3984375,0,dji,2
2021-06-03,34577.0,34577.0,34577.0,34577.0,0,dji,3
2021-06-04,34756.3984375,34756.3984375,34756.3984375,34756.3984375,0,dji,4
2021-06-07,34630.19921875,34630.19921875,34630.19921875,34630.19921875,0,dji,0
2021-06-08,34599.80078125,34599.80078125,34599.80078125,34599.80078125,0,dji,1
2021-06-09,34447.1015625,34447.1015625,34447.1015625,34447.1015625,0,dji,2
2021-06-10,34466.19921875,34466.19921875,34466.19921875,34466.19921875,0,dji,3
2021-06-11,34479.6015625,34479.6015625,34479.6015625,34479.6015625,0,dji,4
2021-06-14,34393.69921875,34393.69921875,34393.69921875,34393.69921875,0,dji,0
2021-06-15,34299.30078125,34299.30078125,34299.30078125,34299.30078125,0,dji,1
2021-06-16,34033.69921875,34033.69921875,34033.69921875,34033.69921875,0,dji,2
2021-06-17,33823.3984375,33823.3984375,33823.3984375,33823.3984375,0,dji,3
2021-06-18,33290.1015625,33290.1015625,33290.1015625,33290.1015625,0,dji,4
2021-06-21,33877.0,33877.0,33877.0,33877.0,0,dji,0
2021-06-29,34292.30078125,34292.30078125,34292.30078125,34292.30078125,0,dji,1
2021-06-30,34502.5,34502.5,34502.5,34502.5,0,dji,2
2021-07-01,34633.5,34633.5,34633.5,34633.5,0,dji,3
2021-07-02,34786.30078125,34786.30078125,34786.30078125,34786.30078125,0,dji,4
2021-07-06,34577.3984375,34577.3984375,34577.3984375,34577.3984375,0,dji,1
2021-07-07,34681.80078125,34681.80078125,34681.80078125,34681.80078125,0,dji,2
2021-07-08,34421.8984375,34421.8984375,34421.8984375,34421.8984375,0,dji,3
2021-07-09,34870.19921875,34870.19921875,34870.19921875,34870.19921875,0,dji,4
2021-07-12,34996.19921875,34996.19921875,34996.19921875,34996.19921875,0,dji,0
2021-07-13,34888.80078125,34888.80078125,34888.80078125,34888.80078125,0,dji,1
2021-07-14,34933.19921875,34933.19921875,34933.19921875,34933.19921875,0,dji,2
2021-07-15,34987.0,34987.0,34987.0,34987.0,0,dji,3
2021-07-16,34687.8984375,34687.8984375,34687.8984375,34687.8984375,0,dji,4
2021-07-19,33962.0,33962.0,33962.0,33962.0,0,dji,0
2021-07-20,34512.0,34512.0,34512.0,34512.0,0,dji,1
2021-07-21,34798.0,34798.0,34798.0,34798.0,0,dji,2
2021-07-22,34823.30078125,34823.30078125,34823.30078125,34823.30078125,0,dji,3
2021-07-23,35061.6015625,35061.6015625,35061.6015625,35061.6015625,0,dji,4
2021-07-26,35144.30078125,35144.30078125,35144.30078125,35144.30078125,0,dji,0
2021-07-27,35058.5,35058.5,35058.5,35058.5,0,dji,1
2021-07-28,34930.8984375,34930.8984375,34930.8984375,34930.8984375,0,dji,2
2021-07-29,35084.5,35084.5,35084.5,35084.5,0,dji,3
2021-07-30,34935.5,34935.5,34935.5,34935.5,0,dji,4
2021-08-02,34838.19921875,34838.19921875,34838.19921875,34838.19921875,0,dji,0
2021-08-04,34792.69921875,34792.69921875,34792.69921875,34792.69921875,0,dji,2
2021-08-05,35064.30078125,35064.30078125,35064.30078125,35064.30078125,0,dji,3
2021-08-06,35208.5,35208.5,35208.5,35208.5,0,dji,4
2021-08-09,35101.80078125,35101.80078125,35101.80078125,35101.80078125,0,dji,0
2021-08-10,35264.69921875,35264.69921875,35264.69921875,35264.69921875,0,dji,1
2021-08-11,35485.0,35485.0,35485.0,35485.0,0,dji,2
2021-08-12,35499.80078125,35499.80078125,35499.80078125,35499.80078125,0,dji,3
2021-08-16,35625.3984375,35625.3984375,35625.3984375,35625.3984375,0,dji,0
2021-08-17,35343.30078125,35343.30078125,35343.30078125,35343.30078125,0,dji,1
2021-08-18,34960.69921875,34960.69921875,34960.69921875,34960.69921875,0,dji,2
2021-08-19,34894.1015625,34894.1015625,34894.1015625,34894.1015625,0,dji,3
2021-08-20,35120.1015625,35120.1015625,35120.1015625,35120.1015625,0,dji,4
2021-08-23,35335.69921875,35335.69921875,35335.69921875,35335.69921875,0,dji,0
2021-08-24,35366.30078125,35366.30078125,35366.30078125,35366.30078125,0,dji,1
2021-08-25,35405.5,35405.5,35405.5,35405.5,0,dji,2
2021-08-26,35213.1015625,35213.1015625,35213.1015625,35213.1015625,0,dji,3
2021-08-27,35455.80078125,35455.80078125,35455.80078125,35455.80078125,0,dji,4
2021-08-30,35399.80078125,35399.80078125,35399.80078125,35399.80078125,0,dji,0
2021-08-31,35360.69921875,35360.69921875,35360.69921875,35360.69921875,0,dji,1
2021-09-01,35312.5,35312.5,35312.5,35312.5,0,dji,2
2021-09-02,35443.80078125,35443.80078125,35443.80078125,35443.80078125,0,dji,3
2021-09-03,35369.1015625,35369.1015625,35369.1015625,35369.1015625,0,dji,4
2021-09-07,35100.0,35100.0,35100.0,35100.0,0,dji,1
2021-09-09,34879.3984375,34879.3984375,34879.3984375,34879.3984375,0,dji,3
2021-09-10,34607.69921875,34607.69921875,34607.69921875,34607.69921875,0,dji,4
2021-09-13,34869.6015625,34869.6015625,34869.6015625,34869.6015625,0,dji,0
2021-09-14,34577.6015625,34577.6015625,34577.6015625,34577.6015625,0,dji,1
2021-09-15,34814.3984375,34814.3984375,34814.3984375,34814.3984375,0,dji,2
2021-09-16,34751.30078125,34751.30078125,34751.30078125,34751.30078125,0,dji,3
2021-09-17,34584.8984375,34584.8984375,34584.8984375,34584.8984375,0,dji,4
2021-09-20,33970.5,33970.5,33970.5,33970.5,0,dji,0
2021-09-21,33919.80078125,33919.80078125,33919.80078125,33919.80078125,0,dji,1
2021-09-22,34258.30078125,34258.30078125,34258.30078125,34258.30078125,0,dji,2
2021-09-23,34764.80078125,34764.80078125,34764.80078125,34764.80078125,0,dji,3
2021-09-24,34798.0,34798.0,34798.0,34798.0,0,dji,4
2021-09-27,34869.3984375,34869.3984375,34869.3984375,34869.3984375,0,dji,0
2021-09-28,34300.0,34300.0,34300.0,34300.0,0,dji,1
2021-09-29,34390.69921875,34390.69921875,34390.69921875,34390.69921875,0,dji,2
2021-09-30,33843.8984375,33843.8984375,33843.8984375,33843.8984375,0,dji,3
2021-10-01,34326.5,34326.5,34326.5,34326.5,0,dji,4
2021-10-04,34002.8984375,34002.8984375,34002.8984375,34002.8984375,0,dji,0
2021-10-05,34314.69921875,34314.69921875,34314.69921875,34314.69921875,0,dji,1
2021-10-06,34417.0,34417.0,34417.0,34417.0,0,dji,2
2021-10-07,34754.8984375,34754.8984375,34754.8984375,34754.8984375,0,dji,3
2021-10-08,34746.19921875,34746.19921875,34746.19921875,34746.19921875,0,dji,4
2021-10-11,34496.1015625,34496.1015625,34496.1015625,34496.1015625,0,dji,0
2021-10-12,34378.30078125,34378.30078125,34378.30078125,34378.30078125,0,dji,1
2021-10-13,34377.80078125,34377.80078125,34377.80078125,34377.80078125,0,dji,2
2021-10-14,34912.6015625,34912.6015625,34912.6015625,34912.6015625,0,dji,3
2021-10-15,35294.80078125,35294.80078125,35294.80078125,35294.80078125,0,dji,4
2021-10-18,35258.6015625,35258.6015625,35258.6015625,35258.6015625,0,dji,0
2021-10-19,35457.30078125,35457.30078125,35457.30078125,35457.30078125,0,dji,1
2021-10-20,35609.30078125,35609.30078125,35609.30078125,35609.30078125,0,dji,2
2021-10-21,35603.1015625,35603.1015625,35603.1015625,35603.1015625,0,dji,3
2021-10-22,35677.0,35677.0,35677.0,35677.0,0,dji,4
2021-10-25,35741.1015625,35741.1015625,35741.1015625,35741.1015625,0,dji,0
2021-10-26,35756.8984375,35756.8984375,35756.8984375,35756.8984375,0,dji,1
2021-10-27,35490.69921875,35490.69921875,35490.69921875,35490.69921875,0,dji,2
2021-10-28,35730.5,35730.5,35730.5,35730.5,0,dji,3
